ad.id,ad.image_urls,ad.last_shown_date,ad.reach.unique_users_seen_x,ad.status,ad.status_statement,ad.videos,ad.first_shown_date,advertiser.business_id,advertiser.business_name,advertiser.paid_for_by,ad_group.targeting_info.interest,ad_group.targeting_info.number_of_users_targeted,ad_group.targeting_info.video_interactions,ad_group.targeting_info.age.35-44,ad_group.targeting_info.age.45-54,ad_group.targeting_info.age.55+,ad_group.targeting_info.age.13-17,ad_group.targeting_info.age.18-24,ad_group.targeting_info.age.25-34,ad_group.targeting_info.audience_targeting,ad_group.targeting_info.country,ad_group.targeting_info.creator_interactions,ad_group.targeting_info.gender.female,ad_group.targeting_info.gender.male,ad_group.targeting_info.gender.other_genders,ad.reach.unique_users_seen_y,ad.reach.unique_users_seen_by_country.DK,ad.reach.unique_users_seen_by_country.FI,ad.reach.unique_users_seen_by_country.IT,ad.reach.unique_users_seen_by_country.NL,ad.reach.unique_users_seen_by_country.CZ,ad.reach.unique_users_seen_by_country.BE,ad.reach.unique_users_seen_by_country.ES,ad.reach.unique_users_seen_by_country.IE,ad.reach.unique_users_seen_by_country.SE,ad.reach.unique_users_seen_by_country.AT,ad.reach.unique_users_seen_by_country.NO,ad.reach.unique_users_seen_by_country.DE,ad.reach.unique_users_seen_by_country.GR,ad.reach.unique_users_seen_by_country.PT,ad.reach.unique_users_seen_by_country.RO,ad.reach.unique_users_seen_by_country.CH,ad.reach.unique_users_seen_by_country.GB,ad.reach.unique_users_seen_by_country.FR,ad.reach.unique_users_seen_by_country.HU,ad.reach.unique_users_seen_by_country.PL
1755357381100545,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/ow3HajVuhSxeAfBHKAQELgBzxzjxB6zJDIYtNC~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264013&x-signature=52P2eFIx9DwA55KGaPYMmCvqYYE%3D'],20230212,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/ow3HajVuhSxeAfBHKAQELgBzxzjxB6zJDIYtNC~tplv-noop.image?x-expires=1700749628&x-signature=er1Ifux45n8Ba3yDabVMuWQQJTo%3D', 'url': 'https://v77.tiktokcdn.com/40ff770fc2efc09157ed0a5a54b2b279/655f613c/video/tos/alisg/tos-alisg-v-0000/o0fQQozvgA1uBcTFNebr8jnBCKx80DDUaGungH/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5512&bt=2756&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aTM2MztpPGdoNjloN2loN0BpMzV2ODw6ZnN2aTMzODYzNEAxMWEvNDMuNl4xYC4zXjMuYSNxaGJrcjRvbjBgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230118,7.088239733859698e+18,Key-Advantage s.r.o.,Key-Advantage-BM,Games,7.5M-9.2M,,True,True,True,True,True,True,No,['PL'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,,,5.3M
1756527279936514,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/owkegDB6E5NQHaR21bQeOIsXjs1xAnC3zBDgAB~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264013&x-signature=VaXVbvspvFy61tvu9OWJ22Fxz5o%3D'],20230220,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/owkegDB6E5NQHaR21bQeOIsXjs1xAnC3zBDgAB~tplv-noop.image?x-expires=1700749643&x-signature=tsXwp66Z1pJMSypjEyKl2EdVsos%3D', 'url': 'https://v77.tiktokcdn.com/3d071a25ab09b71d850dacca6c38dbc9/655f614b/video/tos/alisg/tos-alisg-ve-0051c001-sg/o0FffAfBe9Yj9kfOUHycAWfzzdAYSnCiAgYUAj/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4232&bt=2116&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=N2Y8ZGk7OjZpM2VpOGhoZEBpMzd5Mzs6ZmdmaTMzODYzNEBiMi01MDRiXzMxLTIvNi5iYSNkaS9jcjRnYTRgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230131,6.876465464516543e+18,MY.COM B.V.,MY.GAMES B.V.,Games,8.1M-9.9M,,True,True,True,False,True,True,No,"['FR', 'DK', 'SE', 'NL', 'AT', 'BE', 'DE']",,True,True,True,1M-10M,267K,,,642K,,320K,,,497K,241K,,1.7M,,,,,,1.6M,,
1767608431220754,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/137798982bad3ef83cac5996cf00b940~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264013&x-signature=FyxJmLTMPhXomJ3B9mG3wKACDjk%3D'],20231122,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/osXGj1fekEzFeBCAYL0ANChBI6IQbCoDgZkhFC~tplv-noop.image?x-expires=1700749629&x-signature=3CK%2FAOoLPHRVzRKkYZx%2BbHpBEoo%3D', 'url': 'https://v77.tiktokcdn.com/89c52ef937ba4146a85616dcf1ba7e66/655f613d/video/tos/alisg/tos-alisg-ve-0051c001-sg/oEeALChhkUzDbLAkYBMjft6DNBgQ1IEGFoIeCh/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3110&bt=1555&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aThmNDM3OjY1PDw6aGdkO0Bpajc1ajQ6Zmk0azMzODYzNEA1YDM1LWItXl4xNC9hMi5jYSMyNGktcjQwYHFgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230602,6.8764713992386e+18,DIGITAL MONEYBOX LIMITED,DIGITAL MONEYBOX LIMITED,,21.8M-26.7M,,True,False,False,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
1780031944757265,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/ocEuICDIb3AXAZzKifkNtu0TueCGehYAgRb8CW'],20231121,1M-10M,active,,"[{'url': 'https://v77.tiktokcdn.com/31658468422f71c11034ba25eef22f80/655f6144/video/tos/alisg/tos-alisg-ve-0051c001-sg/owCABuehbeIuXI8KAiQEb3TfmtIUp2GgDzuCAR/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5512&bt=2756&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=OmY0NTszNjY6Zzs6ZmU5NkBpM2g0NzU6ZmlnbjMzODYzNEAzXmMyYF4vXmAxMGM2LjM2YSNrMGxlcjRfc2tgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13', 'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/ocEuICDIb3AXAZzKifkNtu0TueCGehYAgRb8CW~tplv-noop.image?x-expires=1700749636&x-signature=Hjqzw38JHSPCgG8wkiqpG59n7nM%3D'}]",20231017,6.979881690004981e+18,International Federation of Red Cross and Red Crescent Societies,SOCIAL SOCIAL GmbH,,,,True,True,True,True,True,True,No,"['HU', 'PT', 'RO', 'FR', 'DE', 'GR']",,True,True,True,1M-10M,,,,,,,,,,,,11K,1.5M,1.2M,2.5M,,,289K,649K,
1771842600585217,,20231122,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/dd10a9713d8f40fc899127a595104d32_1689350882~tplv-noop.image?x-expires=1700749647&x-signature=IEi%2FRIQ%2B81xqYZVqFK3%2FOsGA1mM%3D', 'url': 'https://v77.tiktokcdn.com/fb1f0e95cf1b81c0a1b4d8e956801e24/655f614f/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/oMQcik4EABXLaQRrdMIAteDDD5nIKsgeLbMkcP/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2694&bt=1347&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=PDo8ODM5ZjczZDU8NzY0OUBpMzhzd2g6ZnNxbDMzZjczM0AvYC9iY2E0NTAxNTYuMDNjYSMwbGBmcjQwLmxgLS1kMWNzcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230719,6.876459445149238e+18,TWELVE APP,Langora 2,,25.7M-31.4M,,False,False,False,False,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.3M,,
1767518810026018,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oEXyDDw0I9Dgaaf4Cf8DAgnvGeAbHioIEZbjgM'],20231122,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oEXyDDw0I9Dgaaf4Cf8DAgnvGeAbHioIEZbjgM~tplv-noop.image?x-expires=1700749623&x-signature=yPI5xonITMc4%2BkYSadlJPGNzR5c%3D', 'url': 'https://v77.tiktokcdn.com/f5f0e5d6f2445a5c323606242b133c3c/655f6137/video/tos/alisg/tos-alisg-ve-0051c001-sg/oQZjmQnvI8AgEwCe0QDgiyGDDfMEbbf4IXExAa/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5802&bt=2901&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=Z2doOjo2NDQ6ODQ2NTczOUBpM3R4ZGk6ZmVmazMzODYzNEAyYF8wXzBgNmAxLzQ0Li8uYSNuM3NqcjRvZHBgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230606,7.179610545623106e+18,COMPAÑIA DE SERVICIOS DE BEBIDAS REFRESCANTES SL,MediaCom OU Europe TCCC,,5.7M-6.9M,,False,False,False,False,True,False,No,['ES'],,True,True,True,1M-10M,,,,,,,5.4M,,,,,,,,,,,,,
1777652692247554,,20231006,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/own8sPW0QBG3eIDvabROEZyDfw7khQxBC0AK8k~tplv-noop.image?x-expires=1700749639&x-signature=Pj48FGGeToBSJbQKwXWXmj%2FkgaA%3D', 'url': 'https://v77.tiktokcdn.com/366524cd95c96bf9497a2a035d779d02/655f6147/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/o4b6Hh0P3BD88PIgARNXyIAwj0wQNkdBnEReDe/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1286&bt=643&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZDM1aGQ2OmdoNzk8NjZoO0BpM3J2amY6Zmc0bTMzZjczM0AzMDQuX2AvNS0xMDIwMzBeYSNtMzBqcjQwbGNgLS1kMWNzcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230925,6.924637855780177e+18,KELLOGG'S AND CO. LIMITED,Kellogg's EUR,,,,True,False,False,False,True,True,No,['ES'],,True,True,True,1M-10M,,,,,,,5.5M,,,,,,,,,,,,,
1778747097717762,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/o42iZF0slBBeeULwBw8DgJnaDHANAY9gQ4bwQC'],20231112,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/7593348cee5d4932878a0989adf60b78_1696346198~tplv-noop.image?x-expires=1700749619&x-signature=s41TnjEK9hgY%2Fbt2nr%2FN5ZTL2qk%3D', 'url': 'https://v77.tiktokcdn.com/bc1ffd61d8659af2aa5641dd202fac9e/655f6133/video/tos/alisg/tos-alisg-ve-0051c001-sg/oMAhiI8mIOMBorjAFcnzNALmEtAfQChwBQ0yEN/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2810&bt=1405&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=M2Y5OTw0OTM2ZTkzOGU6M0BpajhlNmY6ZnA1bjMzODYzNEAxMTA2Y2BfXl8xMl5eYWMuYSMybGA0cjRnMWJgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20231004,7.07016374203764e+18,WALKERS SNACKS LIMITED,WALKERS SNACKS LIMITED,,,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
1781190132371474,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/okeBMesp3U2jIAIWvu3LzMHGFlcCfQ2f2nAACG'],20231116,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/8ca5c9af4cdd486b909b38c404ccdc80_1698676705~tplv-noop.image?x-expires=1700749619&x-signature=pdD9lKmo%2FEBNNYlvnyIaDCEqeOE%3D', 'url': 'https://v77.tiktokcdn.com/26c55e8bd407ac053ac5ad335f73915e/655f6133/video/tos/alisg/tos-alisg-ve-0051c001-sg/o0suv3pzGIZsCfn2A3LgAq2BeFe6UDGQIRA2Mf/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5030&bt=2515&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aDk7ZzVnZTVkODc6aWc7ZkBpanloaXM5cmp1bjMzODYzNEBhMTIwXmJfXzAxLV9gMTQ2YSMtb2FyMmQ0cXNgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20231112,7.150554936676254e+18,Amazon Europe Core S.à r.l.,Amazon Europe Core S.à r.l.,,,,True,False,False,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
1776923811850274,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oEdELXc8AzXNEoavEIfZw5IhmAKDBlStBtAy56~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264013&x-signature=AKNDyAtsoLCscLdvYvTtHcmorwc%3D'],20231023,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oEdELXc8AzXNEoavEIfZw5IhmAKDBlStBtAy56~tplv-noop.image?x-expires=1700749628&x-signature=Itwf7cV%2BY%2F0WM6bt97IMbD62jOY%3D', 'url': 'https://v77.tiktokcdn.com/2c19cb810a1362f99549189e6ee2371a/655f613c/video/tos/alisg/tos-alisg-v-0000/oAl5IohzHdtAaKiQXy6vBcIELFf28mANESAS1w/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=5584&bt=2792&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=Zzo8NTZpNzxnNjtkZGY6NUBpM3ZreWQ6ZjxvazMzODYzNEAxX2AuLjJjXjYxYGItY14wYSMxaC1icjRfbWtgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230915,6.880172799189583e+18,MARS PF FRANCE,Essence Euros (TimeZone Dublin),,,,True,True,True,False,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.3M,,
1765961910918178,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oEQnkYBrUT1hDBqmfo3BXT0ADTQLEepICgb8NP~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264013&x-signature=Pn8yGCa0CqnvftZcECTIuBsQjFo%3D'],20230629,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/0c272a308b094a6284976ab51862d989_1684421961~tplv-noop.image?x-expires=1700749623&x-signature=J1RowX8a1fV79Jz3lg%2BHzJ7%2F7e0%3D', 'url': 'https://v77.tiktokcdn.com/d2d32a23a869e48db65595a01b67104d/655f6137/video/tos/alisg/tos-alisg-v-0000/oYRDJHpmIzVDQZYBfiYnbBVN31AeQOhgBijkEB/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2002&bt=1001&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZmY8PGZoOTw6MzY1aWg4M0BpanltcmQ6Znc0azMzODYzNEBiNC8vLi0zNmIxYjExMTViYSNeNjFwcjRfb2VgLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230519,6.923162789196334e+18,HUTCHISON 3G UK LIMITED,Zenith Media UK,,39.2M-47.9M,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
1761879623031825,,20230430,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/1ec6cf0a981047f19fedcdf5a9bc5202_1678985911~tplv-noop.image?x-expires=1700749623&x-signature=gi4AtOPTJbtjgb0z63JvQX4zshM%3D', 'url': 'https://v77.tiktokcdn.com/ef0254e85a8ad4f46f60f0754d90c71b/655f6137/video/tos/useast2a/tos-useast2a-ve-0068c003/oYyUQCEI6e6SBykCf80kEtDATnVrbmAdRNBqsJ/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1330&bt=665&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZTk0NTM8NGk5OWc4aTQ1OUBpM3d1ZTg6ZjxuajMzNzczM0BiNC8xY15fNTYxNjY1L2AxYSMuMXNjcjQwaTZgLS1kMTZzcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230403,6.876497328480454e+18,BGL GROUP LIMITED,OMD UK,,23.3M-28.4M,,False,False,False,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
1754222023812113,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/okrvFtgKPDilZGVjAOCHQ4ItbADFeBBQPnLNte~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732264013&x-signature=Y7biqpxT1SfBX1wVT1nGVjSNBkI%3D'],20230113,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/okrvFtgKPDilZGVjAOCHQ4ItbADFeBBQPnLNte~tplv-noop.image?x-expires=1700749623&x-signature=GbTUT0%2FHxb5cZ4O7oALatvaErWo%3D', 'url': 'https://v77.tiktokcdn.com/3567ee81ca62d9b6c3b48b1d9a7e26c7/655f6137/video/tos/alisg/tos-alisg-v-0000/oMRfdtAbeeb4ZKcKsBFMe08Ac7APbeFhpAYxsw/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2430&bt=1215&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=aWk6Ojc2OjQ6aTU3OTxnaEBpajp5ZDg6ZmRpaDMzODYzNEAtYzQuYC1eNV4xYjQ0NjMtYSNnYWhqcjRvLW9gLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13'}]",20230105,7.273031736244765e+18,LOUIS VUITTON MALLETIER,PUBLICIS MEDIA FRANCE - LVMH - FR,,38.4M-46.9M,,True,True,False,False,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,5.3M,,,,,,,,
1780721603313714,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/okuofDQDlBF8wgbFEGKgJAILDBhsfVPgDNQGak'],20231122,1M-10M,active,,"[{'url': 'https://v77.tiktokcdn.com/f6c919340a6273c08e2cad22a9e3ad14/655f6151/video/tos/alisg/tos-alisg-ve-0051c001-sg/oYBWXwgEEkDAVQzFgEBhplCoeIFBNDQkI5j4ft/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3836&bt=1918&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TJ.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=M2Y1OGQ6OzU7MzVoZTo4OEBpanI1cng5cjwzbzMzODYzNEAvY18zLjJfNTMxMDUuNF8tYSNfb2IvMmQ0aF9gLS1kMC1zcw%3D%3D&l=20231123082652362C25F4B8C99C23D955&btag=e00088000&cc=13', 'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/okuofDQDlBF8wgbFEGKgJAILDBhsfVPgDNQGak~tplv-noop.image?x-expires=1700749649&x-signature=XtPbtnU%2FIC%2Bs2eiusA2gzI%2BE3EA%3D'}]",20231026,7.028628136665286e+18,COLGATE-PALMOLIVE,Wavemaker Worldwide (€),,,,False,False,False,False,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,5.8M,,
1780640487614514,,20231114,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/12f9427a8d164f6e9b1c2aab5e34b890_1698140141~tplv-noop.image?x-expires=1700749648&x-signature=GyP9cEtx284iVtAQAamjlKjN%2FZI%3D', 'url': 'https://v77.tiktokcdn.com/b8cbea25951044246f1d9c3aee064f04/655f6150/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/oUS2HxesDIZ9Sv4fAPFgetrCcEf3KDGQEHg6Eb/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=924&bt=462&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TC.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=NTM1NDYzOGdpPDdlNDhmaEBpamhmOnY5cmpybjMzZjgzM0AyXy8wNC1iNV8xYDUyXzNiYSMxY19fMmRrc29gLS1kL2Nzcw%3D%3D&l=202311230826585557236154C2DC237ACF&btag=e00088000&cc=13'}]",20231024,6.876488270352483e+18,BBVA Spain,Mindshare Spain,,,,True,True,False,False,False,True,No,['ES'],,True,True,True,1M-10M,,,,,,,5.3M,,,,,,,,,,,,,
1777746489440274,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/cfa1cd169b9b4a91912451782bd25115_1695235170'],20230926,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/cfa1cd169b9b4a91912451782bd25115_1695235170~tplv-noop.image?x-expires=1700749625&x-signature=gb9lhJGODG1PnAsm7%2Buc6AB0hcs%3D', 'url': 'https://v77.tiktokcdn.com/17484eeb2cb566d8d8dbd6de1dd46b8e/655f6139/video/tos/alisg/tos-alisg-ve-0051c001-sg/okIrBBLhmoIN4VgOKwQZHEshIANyUEzLXmyAfA/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4602&bt=2301&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TC.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZjQ0ODVnODg7O2loOjlkaEBpM2VtbDc6Zm1sbjMzODYzNEBeMWAtXmFjXl4xXi8uMTFjYSM0ZS8zcjQwaTJgLS1kMC1zcw%3D%3D&l=202311230826585557236154C2DC237ACF&btag=e00088000&cc=13'}]",20230924,6.876504319588304e+18,PEPSICO INTERNATIONAL LIMITED,OMD UK,,,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
1779629816480818,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oowy1hIJyAa9BwnBAzAQEcllfAIEoItmGB3tp3'],20231105,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oowy1hIJyAa9BwnBAzAQEcllfAIEoItmGB3tp3~tplv-noop.image?x-expires=1700749654&x-signature=XMQTgLRR4G05lU4FaOu%2BPJjg%2BhE%3D', 'url': 'https://v77.tiktokcdn.com/942a7cf4efafcd4cd47f2f3513b02fc9/655f6156/video/tos/alisg/tos-alisg-ve-0051c001-sg/ocIAH1nt8pgyfAABIII3mBwzwhaBoBQ3tJlkEO/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3366&bt=1683&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TC.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=Omk7ZztkaGU1ZDY4PDhpNUBpamo6dzQ6Zm1qbjMzODYzNEAzNC82MjNiNjQxYDUwLTYtYSNvX21qcjRvNWhgLS1kMC1zcw%3D%3D&l=202311230826585557236154C2DC237ACF&btag=e00088000&cc=13'}]",20231016,6.904688948895811e+18,Kia Deutschland GmbH,Socialyse FFM,,,,True,True,True,False,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,5.4M,,,,,,,,
1776190586681393,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oAvrEQD6vnAv6WFXxueQBNkBvDegKBq9IQbd2D'],20231017,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oAvrEQD6vnAv6WFXxueQBNkBvDegKBq9IQbd2D~tplv-noop.image?x-expires=1700749625&x-signature=ZFDqYZe3Zivb4%2BdHCmYQPoXGab0%3D', 'url': 'https://v77.tiktokcdn.com/9de98e71bf74e21c0c455e67025e26e8/655f6139/video/tos/alisg/tos-alisg-ve-0051c001-sg/oMWv2Ae0uQFiQDEk79ebBBg4K6uprDI6NFnQDv/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=866&bt=433&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TC.gPZiyq8Z&mime_type=video_mp4&qs=0&rc=NTY0Nmc2aWY7NzU3Mzw2aEBpamQ0bDs6ZnVobTMzODYzNEAwMGA2XjMxNjUxXy4zMWBeYSMucG1icjRvaW9gLS1kMC1zcw%3D%3D&l=202311230826585557236154C2DC237ACF&btag=e00088000&cc=13'}]",20230906,6.928059801763055e+18,MCDONALD'S RESTAURANTS LIMITED,OMD UK,,,,True,False,False,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,5.3M,,,
